series_id,model_id,asset_code,asset_subtype,asset_type,benchmark,benchmark_code,category_code,country,country_code,dm_em,description,frequency,geography,investor_category,investor_origin,investor_subtype,investor_type,key,lag,name,origin_code,region,sector,start_date,subtype_code,type_code,update_time
EUEQFUTUEUEQINSSPECTA,CTA,FUTU,Futures,EQ,EU_Equity,EUEQ,INS,Mixed,EU,DM,CTA flows in European Equities,Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Mixed/EQ/Futures/Mixed/Institutional/Speculative/CTA/EUEQFUTUEUEQINSSPECTA.csv,1,CTA European Equities,MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
USEQOPTISPXMIXINSCOMDEA-0DTE,0DTE_MM,OPTI,Options,EQ,SPX,SPX,INSI,US,US,,Option dealers S&P 500 gamma exposure/hedging arising from 0DTE options,Intraday,AMER,Institutional,Mixed,Dealer,Commercial,AMER/NA/DM/US/EQ/Options/Mixed/Institutional/Commercial/Dealer/USEQOPTISPXMIXINSCOMDEA-0DTE.csv,1,0DTE gamma hedging,MIX,,,04/01/2021,DEA,COM,09:00:00
CNEQASHRDOMINDSPERET-INDU,CN_EQ_RET,ASHR,A-Shares,EQ,,,IND,China,CN,EM,Domestic investors' margin buying of Chinese A-Shares Industrials,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/China/EQ/A-Shares/Domestic/Individual/Speculative/Retail/CNEQASHRDOMINDSPERET-INDU.csv,1,China Domestic Retail Margin A-Shares Industrials,DOM,Asia ex-JP,INDU,01/01/2013,RET,SPE,07:00:00
CNEQHOPTIMIXMIXSPEMIX-COMS,CN_EQ_H_OPT,OPTI,Options,EQ,,,MIX,China,CN,EM,Aggregate net premium traded in H-Shares securities - Com. Serv.,Daily,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Asia ex-JP/EM/China/EQ/Options/Mixed/Mixed/Speculative/Mixed/CNEQHOPTIMIXMIXSPEMIX-COMS.csv,1,China H-Shares options Com. Serv.,MIX,Asia ex-JP,COMS,01/01/2008,MIX,SPE,07:00:00
CNEQWARRMIXMIXSPEMIX-RLST,CN_EQ_H_WARR,WARR,Warrants,EQ,,,MIX,China,CN,EM,Aggregate net premium traded in H-Shares securities warrants - Real Estate,Daily,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Asia ex-JP/EM/China/EQ/Warrants/Mixed/Mixed/Speculative/Mixed/CNEQWARRMIXMIXSPEMIX-RLST.csv,1,China H-Shares warrants Real Estate,MIX,Asia ex-JP,RLST,01/01/2008,MIX,SPE,07:00:00
MYFICOMB,MY_FI_COMB,MIX,Mixed,FI,,,COMB,Malaysia,MY,EM,Combined positioning in Malaysian bonds,Daily,APAC,Combined,Mixed,Mixed,Mixed,APAC/Asia ex-JP/EM/Malaysia/FI/Mixed/Mixed/Combined/Mixed/Mixed/MYFICOMB.csv,1,Malaysia Bonds,,Asia ex-JP,,10/01/2010,,,05:00:00
ILFXOPTIUSDMIXINSMIXMIX,FX_OPT_USD,OPTI,Options,FX,USD,USD,INS,Israel,IL,EM,Institutional investors'  flow into USDILS options,Intraday,EMEA,Institutional,Mixed,Mixed,Mixed,EMEA/Europe/EM/Israel/FX/Options/Mixed/Institutional/Mixed/Mixed/ILFXOPTIUSDMIXINSMIXMIX.csv,1,Institutional USDILS options,MIX,Europe,,02/01/2014,MIX,MIX,03:00:00
JPFXOPTIUSDMIXINSMIXMIX,FX_OPT_USD,OPTI,Options,FX,USD,USD,INS,Japan,JP,DM,Institutional investors'  flow into USDJPY options,Intraday,APAC,Institutional,Mixed,Mixed,Mixed,APAC/Asia/DM/Japan/FX/Options/Mixed/Institutional/Mixed/Mixed/JPFXOPTIUSDMIXINSMIXMIX.csv,1,Institutional USDJPY options,MIX,Asia,,02/01/2014,MIX,MIX,03:00:00
CNFXOPTIUSDMIXINSMIXMIX,FX_OPT_USD,OPTI,Options,FX,USD,USD,INS,China,CN,EM,Institutional investors'  flow into USDCNY options,Intraday,APAC,Institutional,Mixed,Mixed,Mixed,APAC/Asia ex-JP/EM/China/FX/Options/Mixed/Institutional/Mixed/Mixed/CNFXOPTIUSDMIXINSMIXMIX.csv,1,Institutional USDCNY options,MIX,Asia ex-JP,,02/01/2014,MIX,MIX,03:00:00
TRFXOPTIEURMIXINSMIXMIX,FX_OPT_EUR,OPTI,Options,FX,EUR,EUR,INS,Turkey,TR,EM,Institutional investors'  flow into EURTRY options,Intraday,EMEA,Institutional,Mixed,Mixed,Mixed,EMEA/Europe/EM/Turkey/FX/Options/Mixed/Institutional/Mixed/Mixed/TRFXOPTIEURMIXINSMIXMIX.csv,1,Institutional EURTRY options,MIX,Europe,,02/01/2014,MIX,MIX,03:00:00
JPFXOPTICADMIXINSMIXMIX,FX_OPT_CAD,OPTI,Options,FX,CAD,CAD,INS,Japan,JP,DM,Institutional investors'  flow into CADJPY options,Intraday,APAC,Institutional,Mixed,Mixed,Mixed,APAC/Asia/DM/Japan/FX/Options/Mixed/Institutional/Mixed/Mixed/JPFXOPTICADMIXINSMIXMIX.csv,1,Institutional CADJPY options,MIX,Asia,,02/01/2014,MIX,MIX,03:00:00
JPEQSTCKDOMINDSPEMIX-STAP,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Cons. Staples Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-STAP.csv,1,Japan Domestic Retail Margin Cons. Staples ,DOM,Asia,STAP,14/01/2000,MIX,SPE,12:00:00
IDFIBONDDOMINSREAMUT,ID_FI,BOND,Bonds,FI,,,INS,Indonesia,ID,EM,Domestic Mutual funds' flows into Indonesian government bonds,Daily,APAC,Institutional,Domestic,Mutual funds/Investment trusts,Real money,APAC/Asia ex-JP/EM/Indonesia/FI/Bonds/Domestic/Institutional/Real money/Mutual funds/Investment trusts/IDFIBONDDOMINSREAMUT.csv,2,Indonesia Domestic MFs Gov. Bonds,DOM,Asia ex-JP,,16/01/2016,MUT,REA,07:00:00
GLCRYPTOFUTUMERMIXINSCOMDEA,CFTC_DISAGG,FUTU,Futures,CRYPTO,mer1 curncy,MER,INS,Global,GL,DM,Dealer intermediary investor positioning in Micro Ether futures,Weekly,GLOBAL,Institutional,Mixed,Dealer,Commercial,GLOBAL/Global/DM/Global/CRYPTO/Futures/Mixed/Institutional/Commercial/Dealer/GLCRYPTOFUTUMERMIXINSCOMDEA.csv,7,Dealer Intermediary Micro Ether ,MIX,Global,,22/02/2022,DEA,COM,07:00:00
PHEQCOMB-UTIL,PH_EQ_COMB,MIX,Mixed,EQ,,,COMB,Philippines,PH,EM,Combined positioning in Philippines Utility Stocks,Daily,APAC,Combined,Mixed,Mixed,Mixed,APAC/Asia ex-JP/EM/Philippines/EQ/Mixed/Mixed/Combined/Mixed/Mixed/PHEQCOMB-UTIL.csv,1,Philippines Utilities,,Asia ex-JP,UTIL,21/04/2021,,,05:00:00
KREQOPTIDOMINDMIXRET,KR_EQ_OPT,OPTI,Options,EQ,,,IND,Korea,KR,EM,Domestic retail investor flow into Korean options,Daily,APAC,Individual,Domestic,Retail,Mixed,APAC/Asia ex-JP/EM/Korea/EQ/Options/Domestic/Individual/Mixed/Retail/KREQOPTIDOMINDMIXRET.csv,1,Korea Domestic Retail Equity Options,DOM,Asia ex-JP,,09/01/2009,RET,MIX,01:00:00
ESEQSTCKMIXINSSPEMIX-RLST,EU_EQ_SI,STCK,Stocks,EQ,,,INS,Spain,ES,DM,Investor short positions in Spain Real estate Stocks,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/Spain/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/ESEQSTCKMIXINSSPEMIX-RLST.csv,2,Spain Real Estate Short Positions,MIX,Europe,RLST,13/01/2013,MIX,SPE,08:00:00
EUEQSTCKMIXINSSPEMIX-UTIL,EU_EQ_SI,STCK,Stocks,EQ,,,INS,Mixed,EU,DM,Investor short positions in European Utilities equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/EUEQSTCKMIXINSSPEMIX-UTIL.csv,2,EU Utilities Short Positions,MIX,Europe,UTIL,13/01/2013,MIX,SPE,08:00:00
TWEQSTCKDOMINDSPERET-HLTH,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Healthcare Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-HLTH.csv,1,Taiwain Domestic Retail Margin Health care ,DOM,Asia ex-JP,HLTH,12/01/2012,RET,SPE,07:00:00
EUEQCOMB-UTIL,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Utilities,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-UTIL.csv,1,EU Utilities,,Europe,UTIL,06/09/2006,,,05:00:00
AUEQCOMB-HLTH,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Health care,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-HLTH.csv,7,Australia Health care,,Oceania,HLTH,15/01/2015,,,05:00:00
GLCOMCOMB-HG1,COM_COMB,MIX,Mixed,COM,hg1 comdty,HG1,COMB,Global,GL,DM,Combined positioning in Copper ,Daily,GLOBAL,Combined,Mixed,Mixed,Mixed,GLOBAL/Global/DM/Global/COM/Mixed/Mixed/Combined/Mixed/Mixed/GLCOMCOMB-HG1.csv,1,Copper,,Global,,10/01/2010,,,05:00:00
USEQFUTUUSEQINSSPECTA,CTA,FUTU,Futures,EQ,US_Equity,USEQ,INS,US,US,DM,CTA flows in US Equities,Daily,AMER,Institutional,Mixed,CTA,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/CTA/USEQFUTUUSEQINSSPECTA.csv,1,CTA US Equities,MIX,,,10/01/2010,CTA,SPE,00:00:00
SEEQSTCKMIXINSSPEMIX-TECH,EU_EQ_SI,STCK,Stocks,EQ,,,INS,Sweden,SE,DM,Investor short positions in Sweden Tech Stocks,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/Sweden/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/SEEQSTCKMIXINSSPEMIX-TECH.csv,2,Sweden Tech Short Positions ,MIX,Europe,TECH,13/01/2013,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-DISC,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Consumer Discretionary Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-DISC.csv,1,Aus. Cons. Disc. Short Positions ,MIX,Oceania,DISC,10/06/2010,MIX,SPE,08:00:00
TWEQFUTUDOMINSSPEMIX,TW_EQ_MIX,FUTU,Futures,EQ,,,INS,Taiwan,TW,EM,Domestic Institutional investors' flows into Taiwanese Equity Futures,Daily,APAC,Institutional,Domestic,Mixed,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Futures/Domestic/Institutional/Speculative/Mixed/TWEQFUTUDOMINSSPEMIX.csv,1,Taiwan Domestic Institutional Equity Futures,DOM,Asia ex-JP,,19/09/2019,MIX,SPE,07:00:00
GLCOMFUTULA1MIXINSSPEMIX,LME,FUTU,Futures,COM,la1 comdty,LA1,INS,Global,GL,DM,Speculative positioning in Aluminium futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Mixed/GLCOMFUTULA1MIXINSSPEMIX.csv,7,Speculative inv. Alumunium,MIX,Global,,18/01/2018,MIX,SPE,07:00:00
EUFIFUTUEUFEINSSPECTA,CTA,FUTU,Futures,FI,EU_FE,EUFE,INS,Mixed,EU,DM,CTA positioning in European front-end (2YR and below),Daily,EMEA,Institutional,Mixed,CTA,Speculative,EMEA/Europe/DM/Mixed/FI/Futures/Mixed/Institutional/Speculative/CTA/EUFIFUTUEUFEINSSPECTA.csv,1,CTA European front-end (2YR and below),MIX,Europe,,10/01/2010,CTA,SPE,00:00:00
TWEQSTCKDOMINDSPERET-MATE,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Materials Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-MATE.csv,1,Taiwain Domestic Retail Margin Materials ,DOM,Asia ex-JP,MATE,12/01/2012,RET,SPE,07:00:00
GLCOMFUTULA1MIXINSCOMMIX,LME,FUTU,Futures,COM,la1 comdty,LA1,INS,Global,GL,DM,Commercial positioning in Aluminium futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Mixed/GLCOMFUTULA1MIXINSCOMMIX.csv,7,Commercial inv. Alumunium,MIX,Global,,18/01/2018,MIX,COM,07:00:00
GLCOMFUTULL1MIXINSSPEMIX,LME,FUTU,Futures,COM,ll1 comdty,LL1,INS,Global,GL,DM,Speculative positioning in Lead futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Mixed/GLCOMFUTULL1MIXINSSPEMIX.csv,7,Speculative inv. Lead,MIX,Global,,18/01/2018,MIX,SPE,07:00:00
GLCOMFUTULL1MIXINSCOMMIX,LME,FUTU,Futures,COM,ll1 comdty,LL1,INS,Global,GL,DM,Commercial positioning in Lead futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Mixed/GLCOMFUTULL1MIXINSCOMMIX.csv,7,Commercial inv. Lead,MIX,Global,,18/01/2018,MIX,COM,07:00:00
GLCOMFUTULN1MIXINSSPEMIX,LME,FUTU,Futures,COM,ln1 comdty,LN1,INS,Global,GL,DM,Speculative positioning in Nickel futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Mixed/GLCOMFUTULN1MIXINSSPEMIX.csv,7,Speculative inv. Nickel,MIX,Global,,18/01/2018,MIX,SPE,07:00:00
GLCOMCOMB-HO1,COM_COMB,MIX,Mixed,COM,ho1 comdty,HO1,COMB,Global,GL,DM,Combined positioning in Heating Oil ,Daily,GLOBAL,Combined,Mixed,Mixed,Mixed,GLOBAL/Global/DM/Global/COM/Mixed/Mixed/Combined/Mixed/Mixed/GLCOMCOMB-HO1.csv,1,Heating Oil,,Global,,10/01/2010,,,05:00:00
GLCOMCOMB-CT1,COM_COMB,MIX,Mixed,COM,ct1 comdty,CT1,COMB,Global,GL,DM,Combined positioning in Cotton  ,Daily,GLOBAL,Combined,Mixed,Mixed,Mixed,GLOBAL/Global/DM/Global/COM/Mixed/Mixed/Combined/Mixed/Mixed/GLCOMCOMB-CT1.csv,1,Cotton,,Global,,10/01/2010,,,05:00:00
KREQSTCKDOMINSREAPEN-DISC,KR_EQ,STCK,Stocks,EQ,,,INS,Korea,KR,EM,Domestic pension funds' flow into Korean consumer discretionary stocks,Daily,APAC,Institutional,Domestic,Pension funds,Real money,APAC/Asia ex-JP/EM/Korea/EQ/Stocks/Domestic/Institutional/Real money/Pension funds/KREQSTCKDOMINSREAPEN-DISC.csv,1,Korea Domestic Pension Funds Cons. Disc. ,DOM,Asia ex-JP,DISC,15/05/2015,PEN,REA,01:00:00
MXEQSTCKFORINSMIXMIX,MX_EQ,STCK,Stocks,EQ,,,INS,Mexico,MX,EM,Non-Residents' flow in Mexican equity ,Monthly,AMER,Institutional,Foreign,Mixed,Mixed,AMER/LATAM/EM/Mexico/EQ/Stocks/Foreign/Institutional/Mixed/Mixed/MXEQSTCKFORINSMIXMIX.csv,1,Mexico Non-Residents Equity,FOR,LATAM,,09/06/2009,MIX,MIX,07:00:00
KREQOPTIFORMIXMIXMIX,KR_EQ_OPT,OPTI,Options,EQ,,,MIX,Korea,KR,EM,Foreign flow into Korean options,Daily,APAC,Mixed,Foreign,Mixed,Mixed,APAC/Asia ex-JP/EM/Korea/EQ/Options/Foreign/Mixed/Mixed/Mixed/KREQOPTIFORMIXMIXMIX.csv,1,Korea Foreign inv. Equity Options,FOR,Asia ex-JP,,09/01/2009,MIX,MIX,01:00:00
KRFIFUTUDOMINSCOMDEA,KR_FI_FUT,FUTU,Futures,FI,,,INS,Korea,KR,EM,Domestic financial investment flow into Korean bond futures,Daily,APAC,Institutional,Domestic,Dealer,Commercial,APAC/Asia ex-JP/EM/Korea/FI/Futures/Domestic/Institutional/Commercial/Dealer/KRFIFUTUDOMINSCOMDEA.csv,1,Korea Domestic Financial inv. Bond Futures,DOM,Asia ex-JP,,10/10/2010,DEA,COM,00:00:00
JPEQSTCKDOMINDSPEMIX,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX.csv,1,Japan Domestic Retail Margin ,DOM,Asia,,14/01/2000,MIX,SPE,12:00:00
TWEQSTCKDOMINSMIXMIX-STAP,TW_EQ,STCK,Stocks,EQ,,,INS,Taiwan,TW,EM,Domestic Institutional investors' flows into Taiwanese Cons. Staples Stocks,Daily,APAC,Institutional,Domestic,Mixed,Mixed,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Institutional/Mixed/Mixed/TWEQSTCKDOMINSMIXMIX-STAP.csv,1,Taiwan Domestic Institutional Cons. Staples ,DOM,Asia ex-JP,STAP,12/05/2012,MIX,MIX,07:00:00
TWEQFUTUFT1MIXINSSPECTA,CTA,FUTU,Futures,EQ,ft1 index,FT1,INS,Taiwan,TW,EM,CTA flows in TAIEX futures,Daily,APAC,Institutional,Mixed,CTA,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Futures/Mixed/Institutional/Speculative/CTA/TWEQFUTUFT1MIXINSSPECTA.csv,1,CTA TAIEX,MIX,Asia ex-JP,,10/01/2010,CTA,SPE,00:00:00
KREQSTCKDOMINSREAMUT,KR_EQ,STCK,Stocks,EQ,,,INS,Korea,KR,EM,Domestic Mutual funds' flows into Korean stocks,Daily,APAC,Institutional,Domestic,Mutual funds/Investment trusts,Real money,APAC/Asia ex-JP/EM/Korea/EQ/Stocks/Domestic/Institutional/Real money/Mutual funds/Investment trusts/KREQSTCKDOMINSREAMUT.csv,1,Korea Domestic Mutual Funds Stocks,DOM,Asia ex-JP,,15/05/2015,MUT,REA,01:00:00
KREQSTCKDOMINSREAMUT-TECH,KR_EQ,STCK,Stocks,EQ,,,INS,Korea,KR,EM,Domestic mutual funds' flow into Korean technology stocks,Daily,APAC,Institutional,Domestic,Mutual funds/Investment trusts,Real money,APAC/Asia ex-JP/EM/Korea/EQ/Stocks/Domestic/Institutional/Real money/Mutual funds/Investment trusts/KREQSTCKDOMINSREAMUT-TECH.csv,1,Korea Domestic MFs Tech ,DOM,Asia ex-JP,TECH,15/05/2015,MUT,REA,01:00:00
KREQSTCKDOMINSREAMUT-STAP,KR_EQ,STCK,Stocks,EQ,,,INS,Korea,KR,EM,Domestic mutual funds' flow into Korean consumer staples stocks,Daily,APAC,Institutional,Domestic,Mutual funds/Investment trusts,Real money,APAC/Asia ex-JP/EM/Korea/EQ/Stocks/Domestic/Institutional/Real money/Mutual funds/Investment trusts/KREQSTCKDOMINSREAMUT-STAP.csv,1,Korea Domestic MFs Cons. Staples ,DOM,Asia ex-JP,STAP,15/05/2015,MUT,REA,01:00:00
CNEQASHRMIXMIXPASETF-FINA,ETF_3,ASHR,A-Shares,EQ,,,MIX,China,CN,EM,ETFs flows into China A-Shares Financial,Daily,APAC,Mixed,Mixed,ETF,Passive,APAC/Asia ex-JP/EM/China/EQ/A-Shares/Mixed/Mixed/Passive/ETF/CNEQASHRMIXMIXPASETF-FINA.csv,1,ETFs China Financial A-Shares,MIX,Asia ex-JP,FINA,14/07/2014,ETF,PAS,09:00:00
JPEQSTCKDOMINDSPEMIX-TECH,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Tech Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-TECH.csv,1,Japan Domestic Retail Margin Tech ,DOM,Asia,TECH,14/01/2000,MIX,SPE,12:00:00
JPEQSTCKDOMINDSPEMIX-ENER,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Energy Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-ENER.csv,1,Japan Domestic Retail Margin Energy ,DOM,Asia,ENER,14/01/2000,MIX,SPE,12:00:00
JPEQSTCKDOMINDSPEMIX-DISC,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Cons. Disc. Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-DISC.csv,1,Japan Domestic Retail Margin Cons. Disc. ,DOM,Asia,DISC,14/01/2000,MIX,SPE,12:00:00
JPEQSTCKDOMINDSPEMIX-FINA,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Financial Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-FINA.csv,1,Japan Domestic Retail Margin Financial ,DOM,Asia,FINA,14/01/2000,MIX,SPE,12:00:00
JPEQSTCKDOMINDSPEMIX-INDU,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Industrials Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-INDU.csv,1,Japan Domestic Retail Margin Industrials ,DOM,Asia,INDU,14/01/2000,MIX,SPE,12:00:00
JPEQSTCKDOMINDSPEMIX-COMS,JP_EQ_RET,STCK,Stocks,EQ,,,IND,Japan,JP,DM,Domestic Retail investors margin buying of Japanese Com. Serv. Stocks,Weekly,APAC,Individual,Domestic,Mixed,Speculative,APAC/Asia/DM/Japan/EQ/Stocks/Domestic/Individual/Speculative/Mixed/JPEQSTCKDOMINDSPEMIX-COMS.csv,1,Japan Domestic Retail Margin Com. Serv. ,DOM,Asia,COMS,14/01/2000,MIX,SPE,12:00:00
INEQFUTUFORINSSPEMIX,IN_FOR_INST,FUTU,Futures,EQ,,,INS,India,IN,EM,Foreign Institutional investors' flows into Indian Equity Futures,Daily,APAC,Institutional,Foreign,Mixed,Speculative,APAC/Asia ex-JP/EM/India/EQ/Futures/Foreign/Institutional/Speculative/Mixed/INEQFUTUFORINSSPEMIX.csv,1,India Foreign Institutional Equity Futures,FOR,Asia ex-JP,,09/11/2009,MIX,SPE,15:00:00
INEQOPTIFORINSSPEMIX,IN_FOR_INST,OPTI,Options,EQ,,,INS,India,IN,EM,Foreign Institutional investors' flows into Indian Bond Futures,Daily,APAC,Institutional,Foreign,Mixed,Speculative,APAC/Asia ex-JP/EM/India/EQ/Options/Foreign/Institutional/Speculative/Mixed/INEQOPTIFORINSSPEMIX.csv,1,India Foreign Institutional Bond Futures,FOR,Asia ex-JP,,09/11/2009,MIX,SPE,15:00:00
INEQSTCKDOMINSREAMIX,IN_DOM_INST,STCK,Stocks,EQ,,,INS,India,IN,EM,Domestic Institutional investors' flows into Indian Stocks,Daily,APAC,Institutional,Domestic,Mixed,Real money,APAC/Asia ex-JP/EM/India/EQ/Stocks/Domestic/Institutional/Real money/Mixed/INEQSTCKDOMINSREAMIX.csv,21,India Domestic Institutional Equities,DOM,Asia ex-JP,,06/01/2000,MIX,REA,07:00:00
INFIBONDDOMINSREAMIX,IN_DOM_INST,BOND,Bonds,FI,,,INS,India,IN,EM,Domestic Institutional investors' flows into Indian Bonds,Daily,APAC,Institutional,Domestic,Mixed,Real money,APAC/Asia ex-JP/EM/India/FI/Bonds/Domestic/Institutional/Real money/Mixed/INFIBONDDOMINSREAMIX.csv,21,India Domestic Institutional Bonds,DOM,Asia ex-JP,,06/01/2000,MIX,REA,07:00:00
INEQFUTUDOMINSSPEMIX,IN_DOM_INST,FUTU,Futures,EQ,,,INS,India,IN,EM,Domestic Institutional investors' flows into Indian Equity Futures,Daily,APAC,Institutional,Domestic,Mixed,Speculative,APAC/Asia ex-JP/EM/India/EQ/Futures/Domestic/Institutional/Speculative/Mixed/INEQFUTUDOMINSSPEMIX.csv,21,India Domestic Institutional Equity Futures,DOM,Asia ex-JP,,09/12/2009,MIX,SPE,07:00:00
INEQOPTIDOMINSSPEMIX,IN_DOM_INST,OPTI,Options,EQ,,,INS,India,IN,EM,Domestic Institutional investors' flows into Indian Bond Futures,Daily,APAC,Institutional,Domestic,Mixed,Speculative,APAC/Asia ex-JP/EM/India/EQ/Options/Domestic/Institutional/Speculative/Mixed/INEQOPTIDOMINSSPEMIX.csv,21,India Domestic Institutional Bond Futures,DOM,Asia ex-JP,,09/12/2009,MIX,SPE,07:00:00
TWEQSTCKDOMINSMIXMIX,TW_EQ,STCK,Stocks,EQ,,,INS,Taiwan,TW,EM,Domestic Institutional investors' flows into Taiwanese Stocks,Daily,APAC,Institutional,Domestic,Mixed,Mixed,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Institutional/Mixed/Mixed/TWEQSTCKDOMINSMIXMIX.csv,1,Taiwan Domestic Institutional Equity,DOM,Asia ex-JP,,12/05/2012,MIX,MIX,07:00:00
TWEQSTCKDOMINSMIXMIX-TECH,TW_EQ,STCK,Stocks,EQ,,,INS,Taiwan,TW,EM,Domestic Institutional investors' flows into Taiwanese Tech Stocks,Daily,APAC,Institutional,Domestic,Mixed,Mixed,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Institutional/Mixed/Mixed/TWEQSTCKDOMINSMIXMIX-TECH.csv,1,Taiwan Domestic Institutional Tech ,DOM,Asia ex-JP,TECH,12/05/2012,MIX,MIX,07:00:00
